brand,product,description
Makeup Revolution,Fast Base Stick Foundation,F1 (for fair skin tones with neutral undertone)
Makeup Revolution,Fast Base Stick Foundation,F2 (for fair skin tones with yellow undertone)
Makeup Revolution,Fast Base Stick Foundation,F3 (for fair skin tones with pink undertone)
Makeup Revolution,Fast Base Stick Foundation,F4 (for light skin tones with neutral undertone)
Makeup Revolution,Fast Base Stick Foundation,F6 (for light/medium skin tones with yellow undertone)
Makeup Revolution,Fast Base Stick Foundation,F7 (for medium skin tones with peach undertone)
Makeup Revolution,Fast Base Stick Foundation,F13 (for dark skin tones with a warm undertone)
Makeup Revolution,Fast Base Stick Foundation,F18 (for dark skin tones with a warm undertone) OUT OF STOCK
Makeup Revolution,Conceal & Define Satte Matte Powder Foundation,P0.1 (fairest skin tones w/ pink undertone)
Makeup Revolution,Conceal & Define Satte Matte Powder Foundation,P0.2 (fairest skin tones w/ light yellow undertone)
Makeup Revolution,Conceal & Define Satte Matte Powder Foundation,P1 (fair skin tones w/ neutral undertone)
Makeup Revolution,Conceal & Define Satte Matte Powder Foundation,P4 (light skin tones w/ pink undertone)
Makeup Revolution,Conceal & Define Satte Matte Powder Foundation,P5.7 (light/medium skin tones w/ olive undertone)
Makeup Revolution,Conceal & Define Satte Matte Powder Foundation,P6 (light/medium skin tones w/ neutral undertone)
Makeup Revolution,Conceal & Define Satte Matte Powder Foundation,P8.5 (medium skin tones w/ yellow undertone)
Makeup Revolution,Conceal & Define Satte Matte Powder Foundation,P9.5 (medium skin tones w/ olive undertone)
Makeup Revolution,Conceal & Define Satte Matte Powder Foundation,P10.2 (deeper medium skin tones w/ neutral undertone)
Makeup Revolution,Conceal & Define Satte Matte Powder Foundation,P11.2 (deeper medium skin tones w/ olive undertone)
Makeup Revolution,Conceal & Define Satte Matte Powder Foundation,P14.5 (fair skin tones w/ neutral undertone)
Makeup Revolution,Conceal & Define Satte Matte Powder Foundation,P10 (medium skin tones w/ golden undertone)
COVER FX,Custom Cover Drops,N Medium 3 (medium deep skin w/ neutral undertones)  selected
COVER FX,Custom Cover Drops,N Fair 1 (fairest porcelain skin w/ neutral undertones)
COVER FX,Custom Cover Drops,N Light 1 (fair to light skin w/ neutral undertones)
COVER FX,Custom Cover Drops,P Light 1 (fair to light skin w/ pink undertones)
COVER FX,Custom Cover Drops,G Light 1 (fair to light skin w/ golden undertones)
COVER FX,Custom Cover Drops,N Light 2 (light to medium light skin w/ neutral undertones)
COVER FX,Custom Cover Drops,P Light 2 (light to medium light skin w/ pink undertones)
COVER FX,Custom Cover Drops,G Light 2 (light to medium light skin w/ golden undertones)
COVER FX,Custom Cover Drops,N Medium 1 (medium skin w/ neutral undertones)
COVER FX,Custom Cover Drops,P Medium 1 (medium skin w/ pink undertones)
COVER FX,Custom Cover Drops,G Medium 1 (medium skin w/ golden undertones)
COVER FX,Custom Cover Drops,G Plus Medium 1 (medium olive skin w/ golden undertones)
COVER FX,Custom Cover Drops,N Medium 2 (medium to tan skin w/ neutral undertones)
COVER FX,Custom Cover Drops,G Medium 2 (medium to tan skin w/ golden undertones)
COVER FX,Custom Cover Drops,G Plus Medium 2 (medium to tan olive skin w/ golden undertones)
COVER FX,Custom Cover Drops,G Medium 3 (medium deep skin w/ golden undertones)
COVER FX,Custom Cover Drops,N Medium 4 (medium to deeply tanned skin w/ neutral undertones)
COVER FX,Custom Cover Drops,G Medium 4 (medium to deeply tanned skin w/ golden undertones)
COVER FX,Custom Cover Drops,N Deep 1 (deep medium skin w/ neutral undertones)
COVER FX,Custom Cover Drops,N Deep 2 (dark to deep skin w/ neutral undertones)
COVER FX,Custom Cover Drops,G Deep 2 (medium deep brown skin w/ golden undertones)
COVER FX,Custom Cover Drops,N Deep 3 (deep skin w/ neutral undertones)
COVER FX,Custom Cover Drops,N Deep 4 (deep rich ebony skin w/ neutral undertones)
COVER FX,Custom Cover Drops,N Deep 5 (deepest rich ebony skin w/ neutral undertones)
HOURGLASS,Vanish Seamless Finish Liquid Foundation,"Bisque (fair, warm undertone)  selected"
HOURGLASS,Vanish Seamless Finish Liquid Foundation,"Blanc (fair, cool undertone)"
HOURGLASS,Vanish Seamless Finish Liquid Foundation,"Cream (fair, cool undertone)"
HOURGLASS,Vanish Seamless Finish Liquid Foundation,"Alabaster (fair, cool undertone)"
HOURGLASS,Vanish Seamless Finish Liquid Foundation,"Porcelain (fair, neutral undertone) OUT OF STOCK"
HOURGLASS,Vanish Seamless Finish Liquid Foundation,"Linen (light, warm undertone)"
HOURGLASS,Vanish Seamless Finish Liquid Foundation,"Vanilla (light, cool undertone)"
HOURGLASS,Vanish Seamless Finish Liquid Foundation,"Shell (light, neutral undertone)"
HOURGLASS,Vanish Seamless Finish Liquid Foundation,"Natural (light, warm undertone)"
HOURGLASS,Vanish Seamless Finish Liquid Foundation,"Buff (light, golden undertone)"
HOURGLASS,Vanish Seamless Finish Liquid Foundation,"Ivory (light medium, cool undertone)"
HOURGLASS,Vanish Seamless Finish Liquid Foundation,"Warm Ivory (light medium, warm undertone)"
HOURGLASS,Vanish Seamless Finish Liquid Foundation,"Nude (light medium, neutral undertone)"
HOURGLASS,Vanish Seamless Finish Liquid Foundation,"Sand (light medium, golden undertone)"
HOURGLASS,Vanish Seamless Finish Liquid Foundation,"Golden Natural (medium, olive undertone)"
HOURGLASS,Vanish Seamless Finish Liquid Foundation,"Golden (medium, golden undertone)"
HOURGLASS,Vanish Seamless Finish Liquid Foundation,"Light Beige (medium, cool undertone)"
HOURGLASS,Vanish Seamless Finish Liquid Foundation,"Beige (medium, warm undertone)"
HOURGLASS,Vanish Seamless Finish Liquid Foundation,"Warm Beige (medium, neutral undertone)"
HOURGLASS,Vanish Seamless Finish Liquid Foundation,"Golden Tan (medium, warm undertone)"
HOURGLASS,Vanish Seamless Finish Liquid Foundation,Warm Honey (medium neutral undertone)
HOURGLASS,Vanish Seamless Finish Liquid Foundation,"Honey (medium, golden undertone)"
HOURGLASS,Vanish Seamless Finish Liquid Foundation,"Amber (medium deep, warm undertone)"
HOURGLASS,Vanish Seamless Finish Liquid Foundation,"Golden Amber (medium deep, golden undertone)"
HOURGLASS,Vanish Seamless Finish Liquid Foundation,"Natural Amber (medium deep, neutral undertone)"
HOURGLASS,Vanish Seamless Finish Liquid Foundation,"Warm Almond (medium deep, golden undertone)"
HOURGLASS,Vanish Seamless Finish Liquid Foundation,"Golden Almond (medium deep, warm undertone)"
HOURGLASS,Vanish Seamless Finish Liquid Foundation,"Almond (medium, cool undertone)"
HOURGLASS,Vanish Seamless Finish Liquid Foundation,"Sable (medium deep, neutral undertone)"
HOURGLASS,Vanish Seamless Finish Liquid Foundation,"Walnut (deep, warm undertone)"
HOURGLASS,Vanish Seamless Finish Liquid Foundation,"Chestnut (deep, neutral undertone)"
HOURGLASS,Vanish Seamless Finish Liquid Foundation,"Espresso (deep, cool undertone)"
HOURGLASS,Vanish Seamless Finish Foundation Stick,"Blanc (fair, cool undertone)  selected"
HOURGLASS,Vanish Seamless Finish Foundation Stick,"Cream (fair, cool undertone)"
HOURGLASS,Vanish Seamless Finish Foundation Stick,"Alabaster (fair, cool undertone)"
HOURGLASS,Vanish Seamless Finish Foundation Stick,"Porcelain (fair, neutral undertone) OUT OF STOCK"
HOURGLASS,Vanish Seamless Finish Foundation Stick,"Bisque (fair, warm undertone)"
HOURGLASS,Vanish Seamless Finish Foundation Stick,"Linen (light, warm undertone)"
HOURGLASS,Vanish Seamless Finish Foundation Stick,"Vanilla (light, cool undertone)"
HOURGLASS,Vanish Seamless Finish Foundation Stick,"Shell (light, neutral undertone)"
HOURGLASS,Vanish Seamless Finish Foundation Stick,"Natural (light, warm undertone)"
HOURGLASS,Vanish Seamless Finish Foundation Stick,"Buff (light, golden undertone)"
HOURGLASS,Vanish Seamless Finish Foundation Stick,"Ivory (light medium, cool undertone)"
HOURGLASS,Vanish Seamless Finish Foundation Stick,"Warm Ivory (light medium, warm undertone) OUT OF STOCK"
HOURGLASS,Vanish Seamless Finish Foundation Stick,"Nude (light medium, neutral undertone)"
HOURGLASS,Vanish Seamless Finish Foundation Stick,"Sand (light medium, golden undertone)"
HOURGLASS,Vanish Seamless Finish Foundation Stick,"Golden (medium, golden undertone)"
HOURGLASS,Vanish Seamless Finish Foundation Stick,"Golden Natural (medium, olive undertone)"
HOURGLASS,Vanish Seamless Finish Foundation Stick,"Light Beige (medium, cool undertone)"
HOURGLASS,Vanish Seamless Finish Foundation Stick,"Beige (medium, warm undertone)"
HOURGLASS,Vanish Seamless Finish Foundation Stick,"Warm Beige (medium, neutral undertone)"
HOURGLASS,Vanish Seamless Finish Foundation Stick,"Golden Tan (medium, warm undertone)"
HOURGLASS,Vanish Seamless Finish Foundation Stick,"Honey (medium, golden undertone)"
HOURGLASS,Vanish Seamless Finish Foundation Stick,"Warm Honey (medium, neutral undertone)"
HOURGLASS,Vanish Seamless Finish Foundation Stick,"Amber (medium deep, warm undertone)"
HOURGLASS,Vanish Seamless Finish Foundation Stick,"Golden Amber (medium deep, golden undertone)"
HOURGLASS,Vanish Seamless Finish Foundation Stick,"Natural Amber (medium deep, neutral undertone)"
HOURGLASS,Vanish Seamless Finish Foundation Stick,"Warm Almond (medium deep, golden undertone)"
HOURGLASS,Vanish Seamless Finish Foundation Stick,"Golden Almond (medium deep, warm undertone)"
HOURGLASS,Vanish Seamless Finish Foundation Stick,"Almond (medium deep, cool undertone)"
HOURGLASS,Vanish Seamless Finish Foundation Stick,"Sable (medium deep, neutral undertone)"
HOURGLASS,Vanish Seamless Finish Foundation Stick,"Walnut (deep, warm undertone)"
HOURGLASS,Vanish Seamless Finish Foundation Stick,"Chestnut (deep, neutral undertone)"
HOURGLASS,Vanish Seamless Finish Foundation Stick,"Espresso (deep, cool undertone)"
NYX Professional Makeup,Stay Matte Powder Foundation,Natural  selected
NYX Professional Makeup,Stay Matte Powder Foundation,Nude
NYX Professional Makeup,Stay Matte Powder Foundation,Soft Beige
NYX Professional Makeup,Stay Matte Powder Foundation,Medium Beige
NYX Professional Makeup,Stay Matte Powder Foundation,Warm Beige
W3LL PEOPLE,Bio Base Pressed Foundation,Fair Golden (fair skin w/ neutral or golden undertones)  selected
W3LL PEOPLE,Bio Base Pressed Foundation,Fair Pink (fair skin w/ neutral or pink undertones)
W3LL PEOPLE,Bio Base Pressed Foundation,Medium Golden (medium skin w/ golden undertones)
W3LL PEOPLE,Bio Base Pressed Foundation,Medium Neutral (medium skin w/ neutral undertones)
W3LL PEOPLE,Bio Base Pressed Foundation,Dark Neutral (medium dark skin w/ neutral undertones)
W3LL PEOPLE,Bio Base Pressed Foundation,Tan (tan skin w/ neutral undertones)
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,Porcelain LP4 (fair skin w/ neutral or golden undertones)  selected
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,Light Porcelain LG2 (very fair skin w/ golden undertones)
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,Fair Ivory LN2 (very fair skin w/ neutral undertones)
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,Vanilla LG6 (light skin w/ golden undertones )
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,Ivory LP5 (fair skin w/ pink undertones)
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,Light LN6 (light skin w/ neutral or pink undertones)
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,Linen MN3 (light golden medium skin w/ neutral undertones)
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,Bisque MG3 (light golden medium skin w/ golden undertones )
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,Blush Medium MP3 (medium skin w/ pink undertones)
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,Golden Medium MN5 (medium skin w/ neutral or golden undertones)
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,Beige MG5 (golden medium skin w/ golden undertones)
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,Light Tan TG3 (light tan or olive skin w/ neutral or golden undertones)
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,Medium Tan TP4 (tan skin w/ neutral or pink undertones)
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,Sand TN3 (tan skin w/ neutral undertones )
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,Tan TN6 (tan skin w/ neutral or golden undertones)
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,Medium Dark DG1 (dark tan or dark skin w/ neutral or golden undertones)
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,Nutmeg DN2 (light brown skin w/ golden undertones)
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,Golden Dark DG3 (dark skin w/ golden undertones)
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,Hazelnut DG5 (dark brown skin w/ golden undertones)
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,Deep DP6 (deep skin w/ pink undertones)
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,Cinnamon DN5 (dark brown skin w/ golden undertones)
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,Cocoa DG7 (dark brown skin w/ golden undertones)
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,Deeper DPP1 (deep skin w/ neutral or golden undertones)
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,Chestnut DPN2 (dark brown skin w/ neutral undertones  )
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,Coffee DPN4 (rich brown skin w/ neutral undertones)
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,Truffle DPP4 (rich brown skin w/ pink undertones )
Winky Lux,Diamond Powder Foundation,Light  selected
Winky Lux,Diamond Powder Foundation,Medium
Winky Lux,Diamond Powder Foundation,Medium Deep
Winky Lux,Diamond Powder Foundation,Deep
Milani,Conceal + Perfect Smooth Finish Cream-To-Powder Foundation,Sand  selected
Milani,Conceal + Perfect Smooth Finish Cream-To-Powder Foundation,Warm Porcelain
Milani,Conceal + Perfect Smooth Finish Cream-To-Powder Foundation,Porcelain
Milani,Conceal + Perfect Smooth Finish Cream-To-Powder Foundation,Light
Milani,Conceal + Perfect Smooth Finish Cream-To-Powder Foundation,Buff
Milani,Conceal + Perfect Smooth Finish Cream-To-Powder Foundation,Creamy Nude
Milani,Conceal + Perfect Smooth Finish Cream-To-Powder Foundation,Creamy Vanilla
Milani,Conceal + Perfect Smooth Finish Cream-To-Powder Foundation,Creamy Natural
Milani,Conceal + Perfect Smooth Finish Cream-To-Powder Foundation,Natural
Milani,Conceal + Perfect Smooth Finish Cream-To-Powder Foundation,Light Beige
Milani,Conceal + Perfect Smooth Finish Cream-To-Powder Foundation,Warm Beige
Milani,Conceal + Perfect Smooth Finish Cream-To-Powder Foundation,Sand Beige
Milani,Conceal + Perfect Smooth Finish Cream-To-Powder Foundation,Rich Sand
Milani,Conceal + Perfect Smooth Finish Cream-To-Powder Foundation,Warm Sand
Milani,Conceal + Perfect Smooth Finish Cream-To-Powder Foundation,Tan
Milani,Conceal + Perfect Smooth Finish Cream-To-Powder Foundation,Amber
Milani,Conceal + Perfect Smooth Finish Cream-To-Powder Foundation,Spiced Almond
Milani,Conceal + Perfect Smooth Finish Cream-To-Powder Foundation,Chestnut
Milani,Conceal + Perfect Smooth Finish Cream-To-Powder Foundation,Walnut
Milani,Conceal + Perfect Smooth Finish Cream-To-Powder Foundation,Caramel Brown
Milani,Conceal + Perfect Smooth Finish Cream-To-Powder Foundation,Mahogany
Milani,Conceal + Perfect Smooth Finish Cream-To-Powder Foundation,Cool Cocoa
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,Light 08 (very light neutral skin with subtle yellow undertones)  selected
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,Fair 01 (very fair cool skin with pink undertones)
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,Fair Ivory 02 (very fair neutral skin with peach undertones)
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,Fairly Light 03 (very fair warm skin with subtle peach undertones)
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,Golden Fair 04 (very fair warm skin with yellow undertones)
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,Fairly Medium 05 (fair cool skin with pink undertones)
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,Neutral Ivory 06 (very light neutral skin with peach undertones)
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,Golden Ivory 07 (very light warm skin with yellow undertones)
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,Light Beige 09 (light cool skin with pink undertones)
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,Medium 10 (medium cool skin with pink undertones)
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,Soft Medium 11 (very light cool skin with pink undertones)
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,Medium Beige 12 (light neutral skin with peach undertones)
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,Golden Beige 13 (light warm skin with yellow undertones)
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,Golden Medium 14 (warm undertone golden)
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,Neutral Medium 15 (medium neutral skin with peach undertones)
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,Golden Nude 16 (medium-tan neutral skin with peach undertones)
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,Tan Nude 17 (medium-tan warm skin with golden undertones)
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,Medium Tan 18 (medium-tan neutral skin with subtle rosy undertones)
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,Tan 19 (tan cool skin with rosy undertones)
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,Golden Tan 20 (medium-tan cool skin with rosy undertones)
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,Neutral Tan 21 (tan warm skin with golden undertones)
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,Warm Tan 22 (tan-dark neutral skin with peach undertones)
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,Medium Dark 23 (deep neutral skin with subtle red undertones)
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,Neutral Dark 24 (dark cool skin with red undertones)
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,Golden Dark 25 (dark neutral skin with peach undertones)
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,Warm Dark 26 (dark warm skin with golden undertones)
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,Warm Deep 27 (deep warm skin with golden undertones)
